"","Observations","Posterior","Candidate"
"895",15000,0,"HRNJAK Ethan"
"896",15000,0,"MAWSON Greg"
"897",15000,1,"REGAN Michael"
"898",15000,0,"SORENSEN Susan"
"899",15000,0,"WILLIAMS Toby"
"900",15000,0,"WRIGHT Sue"
"901",15100,0,"HRNJAK Ethan"
"902",15100,0,"MAWSON Greg"
"903",15100,1,"REGAN Michael"
"904",15100,0,"SORENSEN Susan"
"905",15100,0,"WILLIAMS Toby"
"906",15100,0,"WRIGHT Sue"
"907",15200,0,"HRNJAK Ethan"
"908",15200,0,"MAWSON Greg"
"909",15200,1,"REGAN Michael"
"910",15200,0,"SORENSEN Susan"
"911",15200,0,"WILLIAMS Toby"
"912",15200,0,"WRIGHT Sue"
"913",15300,0,"HRNJAK Ethan"
"914",15300,0,"MAWSON Greg"
"915",15300,1,"REGAN Michael"
"916",15300,0,"SORENSEN Susan"
"917",15300,0,"WILLIAMS Toby"
"918",15300,0,"WRIGHT Sue"
"919",15400,0,"HRNJAK Ethan"
"920",15400,0,"MAWSON Greg"
"921",15400,1,"REGAN Michael"
"922",15400,0,"SORENSEN Susan"
"923",15400,0,"WILLIAMS Toby"
"924",15400,0,"WRIGHT Sue"
"925",15500,0,"HRNJAK Ethan"
"926",15500,0,"MAWSON Greg"
"927",15500,1,"REGAN Michael"
"928",15500,0,"SORENSEN Susan"
"929",15500,0,"WILLIAMS Toby"
"930",15500,0,"WRIGHT Sue"
"931",15600,0,"HRNJAK Ethan"
"932",15600,0,"MAWSON Greg"
"933",15600,1,"REGAN Michael"
"934",15600,0,"SORENSEN Susan"
"935",15600,0,"WILLIAMS Toby"
"936",15600,0,"WRIGHT Sue"
"937",15700,0,"HRNJAK Ethan"
"938",15700,0,"MAWSON Greg"
"939",15700,1,"REGAN Michael"
"940",15700,0,"SORENSEN Susan"
"941",15700,0,"WILLIAMS Toby"
"942",15700,0,"WRIGHT Sue"
"943",15800,0,"HRNJAK Ethan"
"944",15800,0,"MAWSON Greg"
"945",15800,1,"REGAN Michael"
"946",15800,0,"SORENSEN Susan"
"947",15800,0,"WILLIAMS Toby"
"948",15800,0,"WRIGHT Sue"
"949",15900,0,"HRNJAK Ethan"
"950",15900,0,"MAWSON Greg"
"951",15900,1,"REGAN Michael"
"952",15900,0,"SORENSEN Susan"
"953",15900,0,"WILLIAMS Toby"
"954",15900,0,"WRIGHT Sue"
"955",16000,0,"HRNJAK Ethan"
"956",16000,0,"MAWSON Greg"
"957",16000,1,"REGAN Michael"
"958",16000,0,"SORENSEN Susan"
"959",16000,0,"WILLIAMS Toby"
"960",16000,0,"WRIGHT Sue"
"961",16100,0,"HRNJAK Ethan"
"962",16100,0,"MAWSON Greg"
"963",16100,1,"REGAN Michael"
"964",16100,0,"SORENSEN Susan"
"965",16100,0,"WILLIAMS Toby"
"966",16100,0,"WRIGHT Sue"
"967",16200,0,"HRNJAK Ethan"
"968",16200,0,"MAWSON Greg"
"969",16200,1,"REGAN Michael"
"970",16200,0,"SORENSEN Susan"
"971",16200,0,"WILLIAMS Toby"
"972",16200,0,"WRIGHT Sue"
"973",16300,0,"HRNJAK Ethan"
"974",16300,0,"MAWSON Greg"
"975",16300,1,"REGAN Michael"
"976",16300,0,"SORENSEN Susan"
"977",16300,0,"WILLIAMS Toby"
"978",16300,0,"WRIGHT Sue"
"979",16400,0,"HRNJAK Ethan"
"980",16400,0,"MAWSON Greg"
"981",16400,1,"REGAN Michael"
"982",16400,0,"SORENSEN Susan"
"983",16400,0,"WILLIAMS Toby"
"984",16400,0,"WRIGHT Sue"
"985",16500,0,"HRNJAK Ethan"
"986",16500,0,"MAWSON Greg"
"987",16500,1,"REGAN Michael"
"988",16500,0,"SORENSEN Susan"
"989",16500,0,"WILLIAMS Toby"
"990",16500,0,"WRIGHT Sue"
"991",16600,0,"HRNJAK Ethan"
"992",16600,0,"MAWSON Greg"
"993",16600,1,"REGAN Michael"
"994",16600,0,"SORENSEN Susan"
"995",16600,0,"WILLIAMS Toby"
"996",16600,0,"WRIGHT Sue"
"997",16700,0,"HRNJAK Ethan"
"998",16700,0,"MAWSON Greg"
"999",16700,1,"REGAN Michael"
"1000",16700,0,"SORENSEN Susan"
"1001",16700,0,"WILLIAMS Toby"
"1002",16700,0,"WRIGHT Sue"
"1003",16800,0,"HRNJAK Ethan"
"1004",16800,0,"MAWSON Greg"
"1005",16800,1,"REGAN Michael"
"1006",16800,0,"SORENSEN Susan"
"1007",16800,0,"WILLIAMS Toby"
"1008",16800,0,"WRIGHT Sue"
"1009",16900,0,"HRNJAK Ethan"
"1010",16900,0,"MAWSON Greg"
"1011",16900,1,"REGAN Michael"
"1012",16900,0,"SORENSEN Susan"
"1013",16900,0,"WILLIAMS Toby"
"1014",16900,0,"WRIGHT Sue"
"1015",17000,0,"HRNJAK Ethan"
"1016",17000,0,"MAWSON Greg"
"1017",17000,1,"REGAN Michael"
"1018",17000,0,"SORENSEN Susan"
"1019",17000,0,"WILLIAMS Toby"
"1020",17000,0,"WRIGHT Sue"
"1021",17100,0,"HRNJAK Ethan"
"1022",17100,0,"MAWSON Greg"
"1023",17100,1,"REGAN Michael"
"1024",17100,0,"SORENSEN Susan"
"1025",17100,0,"WILLIAMS Toby"
"1026",17100,0,"WRIGHT Sue"
"1027",17200,0,"HRNJAK Ethan"
"1028",17200,0,"MAWSON Greg"
"1029",17200,1,"REGAN Michael"
"1030",17200,0,"SORENSEN Susan"
"1031",17200,0,"WILLIAMS Toby"
"1032",17200,0,"WRIGHT Sue"
"1033",17300,0,"HRNJAK Ethan"
"1034",17300,0,"MAWSON Greg"
"1035",17300,1,"REGAN Michael"
"1036",17300,0,"SORENSEN Susan"
"1037",17300,0,"WILLIAMS Toby"
"1038",17300,0,"WRIGHT Sue"
"1039",17400,0,"HRNJAK Ethan"
"1040",17400,0,"MAWSON Greg"
"1041",17400,1,"REGAN Michael"
"1042",17400,0,"SORENSEN Susan"
"1043",17400,0,"WILLIAMS Toby"
"1044",17400,0,"WRIGHT Sue"
"1045",17500,0,"HRNJAK Ethan"
"1046",17500,0,"MAWSON Greg"
"1047",17500,1,"REGAN Michael"
"1048",17500,0,"SORENSEN Susan"
"1049",17500,0,"WILLIAMS Toby"
"1050",17500,0,"WRIGHT Sue"
"1051",17600,0,"HRNJAK Ethan"
"1052",17600,0,"MAWSON Greg"
"1053",17600,1,"REGAN Michael"
"1054",17600,0,"SORENSEN Susan"
"1055",17600,0,"WILLIAMS Toby"
"1056",17600,0,"WRIGHT Sue"
"1057",17700,0,"HRNJAK Ethan"
"1058",17700,0,"MAWSON Greg"
"1059",17700,1,"REGAN Michael"
"1060",17700,0,"SORENSEN Susan"
"1061",17700,0,"WILLIAMS Toby"
"1062",17700,0,"WRIGHT Sue"
"1063",17800,0,"HRNJAK Ethan"
"1064",17800,0,"MAWSON Greg"
"1065",17800,1,"REGAN Michael"
"1066",17800,0,"SORENSEN Susan"
"1067",17800,0,"WILLIAMS Toby"
"1068",17800,0,"WRIGHT Sue"
"1069",17900,0,"HRNJAK Ethan"
"1070",17900,0,"MAWSON Greg"
"1071",17900,1,"REGAN Michael"
"1072",17900,0,"SORENSEN Susan"
"1073",17900,0,"WILLIAMS Toby"
"1074",17900,0,"WRIGHT Sue"
"1075",18000,0,"HRNJAK Ethan"
"1076",18000,0,"MAWSON Greg"
"1077",18000,1,"REGAN Michael"
"1078",18000,0,"SORENSEN Susan"
"1079",18000,0,"WILLIAMS Toby"
"1080",18000,0,"WRIGHT Sue"
"1081",18100,0,"HRNJAK Ethan"
"1082",18100,0,"MAWSON Greg"
"1083",18100,1,"REGAN Michael"
"1084",18100,0,"SORENSEN Susan"
"1085",18100,0,"WILLIAMS Toby"
"1086",18100,0,"WRIGHT Sue"
"1087",18200,0,"HRNJAK Ethan"
"1088",18200,0,"MAWSON Greg"
"1089",18200,1,"REGAN Michael"
"1090",18200,0,"SORENSEN Susan"
"1091",18200,0,"WILLIAMS Toby"
"1092",18200,0,"WRIGHT Sue"
"1093",18300,0,"HRNJAK Ethan"
"1094",18300,0,"MAWSON Greg"
"1095",18300,1,"REGAN Michael"
"1096",18300,0,"SORENSEN Susan"
"1097",18300,0,"WILLIAMS Toby"
"1098",18300,0,"WRIGHT Sue"
"1099",18400,0,"HRNJAK Ethan"
"1100",18400,0,"MAWSON Greg"
"1101",18400,1,"REGAN Michael"
"1102",18400,0,"SORENSEN Susan"
"1103",18400,0,"WILLIAMS Toby"
"1104",18400,0,"WRIGHT Sue"
"1105",18500,0,"HRNJAK Ethan"
"1106",18500,0,"MAWSON Greg"
"1107",18500,1,"REGAN Michael"
"1108",18500,0,"SORENSEN Susan"
"1109",18500,0,"WILLIAMS Toby"
"1110",18500,0,"WRIGHT Sue"
"1111",18600,0,"HRNJAK Ethan"
"1112",18600,0,"MAWSON Greg"
"1113",18600,1,"REGAN Michael"
"1114",18600,0,"SORENSEN Susan"
"1115",18600,0,"WILLIAMS Toby"
"1116",18600,0,"WRIGHT Sue"
"1117",18700,0,"HRNJAK Ethan"
"1118",18700,0,"MAWSON Greg"
"1119",18700,1,"REGAN Michael"
"1120",18700,0,"SORENSEN Susan"
"1121",18700,0,"WILLIAMS Toby"
"1122",18700,0,"WRIGHT Sue"
"1123",18800,0,"HRNJAK Ethan"
"1124",18800,0,"MAWSON Greg"
"1125",18800,1,"REGAN Michael"
"1126",18800,0,"SORENSEN Susan"
"1127",18800,0,"WILLIAMS Toby"
"1128",18800,0,"WRIGHT Sue"
"1129",18900,0,"HRNJAK Ethan"
"1130",18900,0,"MAWSON Greg"
"1131",18900,1,"REGAN Michael"
"1132",18900,0,"SORENSEN Susan"
"1133",18900,0,"WILLIAMS Toby"
"1134",18900,0,"WRIGHT Sue"
"1135",19000,0,"HRNJAK Ethan"
"1136",19000,0,"MAWSON Greg"
"1137",19000,1,"REGAN Michael"
"1138",19000,0,"SORENSEN Susan"
"1139",19000,0,"WILLIAMS Toby"
"1140",19000,0,"WRIGHT Sue"
"1141",19100,0,"HRNJAK Ethan"
"1142",19100,0,"MAWSON Greg"
"1143",19100,1,"REGAN Michael"
"1144",19100,0,"SORENSEN Susan"
"1145",19100,0,"WILLIAMS Toby"
"1146",19100,0,"WRIGHT Sue"
"1147",19200,0,"HRNJAK Ethan"
"1148",19200,0,"MAWSON Greg"
"1149",19200,1,"REGAN Michael"
"1150",19200,0,"SORENSEN Susan"
"1151",19200,0,"WILLIAMS Toby"
"1152",19200,0,"WRIGHT Sue"
"1153",19300,0,"HRNJAK Ethan"
"1154",19300,0,"MAWSON Greg"
"1155",19300,1,"REGAN Michael"
"1156",19300,0,"SORENSEN Susan"
"1157",19300,0,"WILLIAMS Toby"
"1158",19300,0,"WRIGHT Sue"
"1159",19400,0,"HRNJAK Ethan"
"1160",19400,0,"MAWSON Greg"
"1161",19400,1,"REGAN Michael"
"1162",19400,0,"SORENSEN Susan"
"1163",19400,0,"WILLIAMS Toby"
"1164",19400,0,"WRIGHT Sue"
"1165",19500,0,"HRNJAK Ethan"
"1166",19500,0,"MAWSON Greg"
"1167",19500,1,"REGAN Michael"
"1168",19500,0,"SORENSEN Susan"
"1169",19500,0,"WILLIAMS Toby"
"1170",19500,0,"WRIGHT Sue"
"1171",19600,0,"HRNJAK Ethan"
"1172",19600,0,"MAWSON Greg"
"1173",19600,1,"REGAN Michael"
"1174",19600,0,"SORENSEN Susan"
"1175",19600,0,"WILLIAMS Toby"
"1176",19600,0,"WRIGHT Sue"
"1177",19700,0,"HRNJAK Ethan"
"1178",19700,0,"MAWSON Greg"
"1179",19700,1,"REGAN Michael"
"1180",19700,0,"SORENSEN Susan"
"1181",19700,0,"WILLIAMS Toby"
"1182",19700,0,"WRIGHT Sue"
"1183",19800,0,"HRNJAK Ethan"
"1184",19800,0,"MAWSON Greg"
"1185",19800,1,"REGAN Michael"
"1186",19800,0,"SORENSEN Susan"
"1187",19800,0,"WILLIAMS Toby"
"1188",19800,0,"WRIGHT Sue"
"1189",19900,0,"HRNJAK Ethan"
"1190",19900,0,"MAWSON Greg"
"1191",19900,1,"REGAN Michael"
"1192",19900,0,"SORENSEN Susan"
"1193",19900,0,"WILLIAMS Toby"
"1194",19900,0,"WRIGHT Sue"
"1195",20000,0,"HRNJAK Ethan"
"1196",20000,0,"MAWSON Greg"
"1197",20000,1,"REGAN Michael"
"1198",20000,0,"SORENSEN Susan"
"1199",20000,0,"WILLIAMS Toby"
"1200",20000,0,"WRIGHT Sue"
"1201",20100,0,"HRNJAK Ethan"
"1202",20100,0,"MAWSON Greg"
"1203",20100,1,"REGAN Michael"
"1204",20100,0,"SORENSEN Susan"
"1205",20100,0,"WILLIAMS Toby"
"1206",20100,0,"WRIGHT Sue"
"1207",20200,0,"HRNJAK Ethan"
"1208",20200,0,"MAWSON Greg"
"1209",20200,1,"REGAN Michael"
"1210",20200,0,"SORENSEN Susan"
"1211",20200,0,"WILLIAMS Toby"
"1212",20200,0,"WRIGHT Sue"
"1213",20300,0,"HRNJAK Ethan"
"1214",20300,0,"MAWSON Greg"
"1215",20300,1,"REGAN Michael"
"1216",20300,0,"SORENSEN Susan"
"1217",20300,0,"WILLIAMS Toby"
"1218",20300,0,"WRIGHT Sue"
"1219",20400,0,"HRNJAK Ethan"
"1220",20400,0,"MAWSON Greg"
"1221",20400,1,"REGAN Michael"
"1222",20400,0,"SORENSEN Susan"
"1223",20400,0,"WILLIAMS Toby"
"1224",20400,0,"WRIGHT Sue"
"1225",20500,0,"HRNJAK Ethan"
"1226",20500,0,"MAWSON Greg"
"1227",20500,1,"REGAN Michael"
"1228",20500,0,"SORENSEN Susan"
"1229",20500,0,"WILLIAMS Toby"
"1230",20500,0,"WRIGHT Sue"
"1231",20600,0,"HRNJAK Ethan"
"1232",20600,0,"MAWSON Greg"
"1233",20600,1,"REGAN Michael"
"1234",20600,0,"SORENSEN Susan"
"1235",20600,0,"WILLIAMS Toby"
"1236",20600,0,"WRIGHT Sue"
"1237",20700,0,"HRNJAK Ethan"
"1238",20700,0,"MAWSON Greg"
"1239",20700,1,"REGAN Michael"
"1240",20700,0,"SORENSEN Susan"
"1241",20700,0,"WILLIAMS Toby"
"1242",20700,0,"WRIGHT Sue"
"1243",20800,0,"HRNJAK Ethan"
"1244",20800,0,"MAWSON Greg"
"1245",20800,1,"REGAN Michael"
"1246",20800,0,"SORENSEN Susan"
"1247",20800,0,"WILLIAMS Toby"
"1248",20800,0,"WRIGHT Sue"
"1249",20900,0,"HRNJAK Ethan"
"1250",20900,0,"MAWSON Greg"
"1251",20900,1,"REGAN Michael"
"1252",20900,0,"SORENSEN Susan"
"1253",20900,0,"WILLIAMS Toby"
"1254",20900,0,"WRIGHT Sue"
"1255",21000,0,"HRNJAK Ethan"
"1256",21000,0,"MAWSON Greg"
"1257",21000,1,"REGAN Michael"
"1258",21000,0,"SORENSEN Susan"
"1259",21000,0,"WILLIAMS Toby"
"1260",21000,0,"WRIGHT Sue"
"1261",21100,0,"HRNJAK Ethan"
"1262",21100,0,"MAWSON Greg"
"1263",21100,1,"REGAN Michael"
"1264",21100,0,"SORENSEN Susan"
"1265",21100,0,"WILLIAMS Toby"
"1266",21100,0,"WRIGHT Sue"
"1267",21200,0,"HRNJAK Ethan"
"1268",21200,0,"MAWSON Greg"
"1269",21200,1,"REGAN Michael"
"1270",21200,0,"SORENSEN Susan"
"1271",21200,0,"WILLIAMS Toby"
"1272",21200,0,"WRIGHT Sue"
"1273",21300,0,"HRNJAK Ethan"
"1274",21300,0,"MAWSON Greg"
"1275",21300,1,"REGAN Michael"
"1276",21300,0,"SORENSEN Susan"
"1277",21300,0,"WILLIAMS Toby"
"1278",21300,0,"WRIGHT Sue"
"1279",21400,0,"HRNJAK Ethan"
"1280",21400,0,"MAWSON Greg"
"1281",21400,1,"REGAN Michael"
"1282",21400,0,"SORENSEN Susan"
"1283",21400,0,"WILLIAMS Toby"
"1284",21400,0,"WRIGHT Sue"
"1285",21500,0,"HRNJAK Ethan"
"1286",21500,0,"MAWSON Greg"
"1287",21500,1,"REGAN Michael"
"1288",21500,0,"SORENSEN Susan"
"1289",21500,0,"WILLIAMS Toby"
"1290",21500,0,"WRIGHT Sue"
"1291",21600,0,"HRNJAK Ethan"
"1292",21600,0,"MAWSON Greg"
"1293",21600,1,"REGAN Michael"
"1294",21600,0,"SORENSEN Susan"
"1295",21600,0,"WILLIAMS Toby"
"1296",21600,0,"WRIGHT Sue"
"1297",21700,0,"HRNJAK Ethan"
"1298",21700,0,"MAWSON Greg"
"1299",21700,1,"REGAN Michael"
"1300",21700,0,"SORENSEN Susan"
"1301",21700,0,"WILLIAMS Toby"
"1302",21700,0,"WRIGHT Sue"
"1303",21800,0,"HRNJAK Ethan"
"1304",21800,0,"MAWSON Greg"
"1305",21800,1,"REGAN Michael"
"1306",21800,0,"SORENSEN Susan"
"1307",21800,0,"WILLIAMS Toby"
"1308",21800,0,"WRIGHT Sue"
"1309",21900,0,"HRNJAK Ethan"
"1310",21900,0,"MAWSON Greg"
"1311",21900,1,"REGAN Michael"
"1312",21900,0,"SORENSEN Susan"
"1313",21900,0,"WILLIAMS Toby"
"1314",21900,0,"WRIGHT Sue"
"1315",22000,0,"HRNJAK Ethan"
"1316",22000,0,"MAWSON Greg"
"1317",22000,1,"REGAN Michael"
"1318",22000,0,"SORENSEN Susan"
"1319",22000,0,"WILLIAMS Toby"
"1320",22000,0,"WRIGHT Sue"
"1321",22100,0,"HRNJAK Ethan"
"1322",22100,0,"MAWSON Greg"
"1323",22100,1,"REGAN Michael"
"1324",22100,0,"SORENSEN Susan"
"1325",22100,0,"WILLIAMS Toby"
"1326",22100,0,"WRIGHT Sue"
"1327",22200,0,"HRNJAK Ethan"
"1328",22200,0,"MAWSON Greg"
"1329",22200,1,"REGAN Michael"
"1330",22200,0,"SORENSEN Susan"
"1331",22200,0,"WILLIAMS Toby"
"1332",22200,0,"WRIGHT Sue"
"1333",22300,0,"HRNJAK Ethan"
"1334",22300,0,"MAWSON Greg"
"1335",22300,1,"REGAN Michael"
"1336",22300,0,"SORENSEN Susan"
"1337",22300,0,"WILLIAMS Toby"
"1338",22300,0,"WRIGHT Sue"
"1339",22400,0,"HRNJAK Ethan"
"1340",22400,0,"MAWSON Greg"
"1341",22400,1,"REGAN Michael"
"1342",22400,0,"SORENSEN Susan"
"1343",22400,0,"WILLIAMS Toby"
"1344",22400,0,"WRIGHT Sue"
"1345",22500,0,"HRNJAK Ethan"
"1346",22500,0,"MAWSON Greg"
"1347",22500,1,"REGAN Michael"
"1348",22500,0,"SORENSEN Susan"
"1349",22500,0,"WILLIAMS Toby"
"1350",22500,0,"WRIGHT Sue"
"1351",22600,0,"HRNJAK Ethan"
"1352",22600,0,"MAWSON Greg"
"1353",22600,1,"REGAN Michael"
"1354",22600,0,"SORENSEN Susan"
"1355",22600,0,"WILLIAMS Toby"
"1356",22600,0,"WRIGHT Sue"
"1357",22700,0,"HRNJAK Ethan"
"1358",22700,0,"MAWSON Greg"
"1359",22700,1,"REGAN Michael"
"1360",22700,0,"SORENSEN Susan"
"1361",22700,0,"WILLIAMS Toby"
"1362",22700,0,"WRIGHT Sue"
"1363",22800,0,"HRNJAK Ethan"
"1364",22800,0,"MAWSON Greg"
"1365",22800,1,"REGAN Michael"
"1366",22800,0,"SORENSEN Susan"
"1367",22800,0,"WILLIAMS Toby"
"1368",22800,0,"WRIGHT Sue"
"1369",22900,0,"HRNJAK Ethan"
"1370",22900,0,"MAWSON Greg"
"1371",22900,1,"REGAN Michael"
"1372",22900,0,"SORENSEN Susan"
"1373",22900,0,"WILLIAMS Toby"
"1374",22900,0,"WRIGHT Sue"
"1375",23000,0,"HRNJAK Ethan"
"1376",23000,0,"MAWSON Greg"
"1377",23000,1,"REGAN Michael"
"1378",23000,0,"SORENSEN Susan"
"1379",23000,0,"WILLIAMS Toby"
"1380",23000,0,"WRIGHT Sue"
"1381",23100,0,"HRNJAK Ethan"
"1382",23100,0,"MAWSON Greg"
"1383",23100,1,"REGAN Michael"
"1384",23100,0,"SORENSEN Susan"
"1385",23100,0,"WILLIAMS Toby"
"1386",23100,0,"WRIGHT Sue"
"1387",23200,0,"HRNJAK Ethan"
"1388",23200,0,"MAWSON Greg"
"1389",23200,1,"REGAN Michael"
"1390",23200,0,"SORENSEN Susan"
"1391",23200,0,"WILLIAMS Toby"
"1392",23200,0,"WRIGHT Sue"
"1393",23300,0,"HRNJAK Ethan"
"1394",23300,0,"MAWSON Greg"
"1395",23300,1,"REGAN Michael"
"1396",23300,0,"SORENSEN Susan"
"1397",23300,0,"WILLIAMS Toby"
"1398",23300,0,"WRIGHT Sue"
"1399",23400,0,"HRNJAK Ethan"
"1400",23400,0,"MAWSON Greg"
"1401",23400,1,"REGAN Michael"
"1402",23400,0,"SORENSEN Susan"
"1403",23400,0,"WILLIAMS Toby"
"1404",23400,0,"WRIGHT Sue"
"1405",23500,0,"HRNJAK Ethan"
"1406",23500,0,"MAWSON Greg"
"1407",23500,1,"REGAN Michael"
"1408",23500,0,"SORENSEN Susan"
"1409",23500,0,"WILLIAMS Toby"
"1410",23500,0,"WRIGHT Sue"
"1411",23600,0,"HRNJAK Ethan"
"1412",23600,0,"MAWSON Greg"
"1413",23600,1,"REGAN Michael"
"1414",23600,0,"SORENSEN Susan"
"1415",23600,0,"WILLIAMS Toby"
"1416",23600,0,"WRIGHT Sue"
"1417",23700,0,"HRNJAK Ethan"
"1418",23700,0,"MAWSON Greg"
"1419",23700,1,"REGAN Michael"
"1420",23700,0,"SORENSEN Susan"
"1421",23700,0,"WILLIAMS Toby"
"1422",23700,0,"WRIGHT Sue"
"1423",23800,0,"HRNJAK Ethan"
"1424",23800,0,"MAWSON Greg"
"1425",23800,1,"REGAN Michael"
"1426",23800,0,"SORENSEN Susan"
"1427",23800,0,"WILLIAMS Toby"
"1428",23800,0,"WRIGHT Sue"
"1429",23900,0,"HRNJAK Ethan"
"1430",23900,0,"MAWSON Greg"
"1431",23900,1,"REGAN Michael"
"1432",23900,0,"SORENSEN Susan"
"1433",23900,0,"WILLIAMS Toby"
"1434",23900,0,"WRIGHT Sue"
"1435",24000,0,"HRNJAK Ethan"
"1436",24000,0,"MAWSON Greg"
"1437",24000,1,"REGAN Michael"
"1438",24000,0,"SORENSEN Susan"
"1439",24000,0,"WILLIAMS Toby"
"1440",24000,0,"WRIGHT Sue"
"1441",24100,0,"HRNJAK Ethan"
"1442",24100,0,"MAWSON Greg"
"1443",24100,1,"REGAN Michael"
"1444",24100,0,"SORENSEN Susan"
"1445",24100,0,"WILLIAMS Toby"
"1446",24100,0,"WRIGHT Sue"
"1447",24200,0,"HRNJAK Ethan"
"1448",24200,0,"MAWSON Greg"
"1449",24200,1,"REGAN Michael"
"1450",24200,0,"SORENSEN Susan"
"1451",24200,0,"WILLIAMS Toby"
"1452",24200,0,"WRIGHT Sue"
"1453",24300,0,"HRNJAK Ethan"
"1454",24300,0,"MAWSON Greg"
"1455",24300,1,"REGAN Michael"
"1456",24300,0,"SORENSEN Susan"
"1457",24300,0,"WILLIAMS Toby"
"1458",24300,0,"WRIGHT Sue"
"1459",24400,0,"HRNJAK Ethan"
"1460",24400,0,"MAWSON Greg"
"1461",24400,1,"REGAN Michael"
"1462",24400,0,"SORENSEN Susan"
"1463",24400,0,"WILLIAMS Toby"
"1464",24400,0,"WRIGHT Sue"
"1465",24500,0,"HRNJAK Ethan"
"1466",24500,0,"MAWSON Greg"
"1467",24500,1,"REGAN Michael"
"1468",24500,0,"SORENSEN Susan"
"1469",24500,0,"WILLIAMS Toby"
"1470",24500,0,"WRIGHT Sue"
"1471",24600,0,"HRNJAK Ethan"
"1472",24600,0,"MAWSON Greg"
"1473",24600,1,"REGAN Michael"
"1474",24600,0,"SORENSEN Susan"
"1475",24600,0,"WILLIAMS Toby"
"1476",24600,0,"WRIGHT Sue"
"1477",24700,0,"HRNJAK Ethan"
"1478",24700,0,"MAWSON Greg"
"1479",24700,1,"REGAN Michael"
"1480",24700,0,"SORENSEN Susan"
"1481",24700,0,"WILLIAMS Toby"
"1482",24700,0,"WRIGHT Sue"
"1483",24800,0,"HRNJAK Ethan"
"1484",24800,0,"MAWSON Greg"
"1485",24800,1,"REGAN Michael"
"1486",24800,0,"SORENSEN Susan"
"1487",24800,0,"WILLIAMS Toby"
"1488",24800,0,"WRIGHT Sue"
"1489",24900,0,"HRNJAK Ethan"
"1490",24900,0,"MAWSON Greg"
"1491",24900,1,"REGAN Michael"
"1492",24900,0,"SORENSEN Susan"
"1493",24900,0,"WILLIAMS Toby"
"1494",24900,0,"WRIGHT Sue"
"1495",25000,0,"HRNJAK Ethan"
"1496",25000,0,"MAWSON Greg"
"1497",25000,1,"REGAN Michael"
"1498",25000,0,"SORENSEN Susan"
"1499",25000,0,"WILLIAMS Toby"
"1500",25000,0,"WRIGHT Sue"
"1501",25100,0,"HRNJAK Ethan"
"1502",25100,0,"MAWSON Greg"
"1503",25100,1,"REGAN Michael"
"1504",25100,0,"SORENSEN Susan"
"1505",25100,0,"WILLIAMS Toby"
"1506",25100,0,"WRIGHT Sue"
"1507",25200,0,"HRNJAK Ethan"
"1508",25200,0,"MAWSON Greg"
"1509",25200,1,"REGAN Michael"
"1510",25200,0,"SORENSEN Susan"
"1511",25200,0,"WILLIAMS Toby"
"1512",25200,0,"WRIGHT Sue"
"1513",25300,0,"HRNJAK Ethan"
"1514",25300,0,"MAWSON Greg"
"1515",25300,1,"REGAN Michael"
"1516",25300,0,"SORENSEN Susan"
"1517",25300,0,"WILLIAMS Toby"
"1518",25300,0,"WRIGHT Sue"
"1519",25400,0,"HRNJAK Ethan"
"1520",25400,0,"MAWSON Greg"
"1521",25400,1,"REGAN Michael"
"1522",25400,0,"SORENSEN Susan"
"1523",25400,0,"WILLIAMS Toby"
"1524",25400,0,"WRIGHT Sue"
"1525",25500,0,"HRNJAK Ethan"
"1526",25500,0,"MAWSON Greg"
"1527",25500,1,"REGAN Michael"
"1528",25500,0,"SORENSEN Susan"
"1529",25500,0,"WILLIAMS Toby"
"1530",25500,0,"WRIGHT Sue"
"1531",25600,0,"HRNJAK Ethan"
"1532",25600,0,"MAWSON Greg"
"1533",25600,1,"REGAN Michael"
"1534",25600,0,"SORENSEN Susan"
"1535",25600,0,"WILLIAMS Toby"
"1536",25600,0,"WRIGHT Sue"
"1537",25700,0,"HRNJAK Ethan"
"1538",25700,0,"MAWSON Greg"
"1539",25700,1,"REGAN Michael"
"1540",25700,0,"SORENSEN Susan"
"1541",25700,0,"WILLIAMS Toby"
"1542",25700,0,"WRIGHT Sue"
"1543",25800,0,"HRNJAK Ethan"
"1544",25800,0,"MAWSON Greg"
"1545",25800,1,"REGAN Michael"
"1546",25800,0,"SORENSEN Susan"
"1547",25800,0,"WILLIAMS Toby"
"1548",25800,0,"WRIGHT Sue"
"1549",25900,0,"HRNJAK Ethan"
"1550",25900,0,"MAWSON Greg"
"1551",25900,1,"REGAN Michael"
"1552",25900,0,"SORENSEN Susan"
"1553",25900,0,"WILLIAMS Toby"
"1554",25900,0,"WRIGHT Sue"
"1555",26000,0,"HRNJAK Ethan"
"1556",26000,0,"MAWSON Greg"
"1557",26000,1,"REGAN Michael"
"1558",26000,0,"SORENSEN Susan"
"1559",26000,0,"WILLIAMS Toby"
"1560",26000,0,"WRIGHT Sue"
"1561",26100,0,"HRNJAK Ethan"
"1562",26100,0,"MAWSON Greg"
"1563",26100,1,"REGAN Michael"
"1564",26100,0,"SORENSEN Susan"
"1565",26100,0,"WILLIAMS Toby"
"1566",26100,0,"WRIGHT Sue"
"1567",26200,0,"HRNJAK Ethan"
"1568",26200,0,"MAWSON Greg"
"1569",26200,1,"REGAN Michael"
"1570",26200,0,"SORENSEN Susan"
